P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Supply_voltage;Tolerance;Pieces_quoted;Prepared;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
19;11995.0;;1,00;PCB;;PCB;STRAIN2;;;;AM;;;STRAIN2, IIT - Printed circuit board, 6 channels strain gauges interface board with CAN/UART, Temperature sensor, IMU, STM32L4;IIT;11995;;;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Load capacitance;Stability;Frequency;Pieces_quoted;Prepared;;Description;Manuf;Manuf Code;Supplier;Supplier Code
20;1278;;1,00;Y1;S2;Q;S23305-10.000-X;-;50ppm;10MHz;;;;Oscillator, 10MHz, 3.3V, 50ppm, SMD, 2.5x2mm;Aker;S23305-10.000-X;RS COMPONENTS S.P.A.;671-9763;
21;6135;;1,00;Y2;ST2012SB;Q;ST2012SB32768C0HPWBB;7pF;20ppm;32.768KHz;;;;Quartz, 32.768KHz, 20ppm, SMD, 2x1.2mm;Kyocera;ST2012SB32768C0HPWBB;MOUSER ELECTRONICS;581-ST2012SB32C0HPWB;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Resistance;Power;Tolerance;Stability;Prepared;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
22;256;;1,00;R69;0603;R;120R;0.063W;1%;100ppm;;;;Resistor Thick Film, 120R, 0.063W, 1%, SMD, 0603;Multicomp;MC-0.063W-0603-1%-120R;FARNELL ITALIA S.R.L.;9330496;
23;1080;;26,00;R3 R6 R11 R12 R13 R15 R21 R22 R24 R25 R31 R32 R33 R34 R35 R36 R37 R38 R63 R64 R65 R66 R67 R68 R70 R71;0402;R;0R;0.063W;1%;200ppm;;;;Resistor Thick film, 0R, 0.063W, 1%, SMD, 0402;Yageo;RC0402JR-070RL;FARNELL ITALIA S.R.L.;9232516;Yageo;RC0402JR-070RL;DIGI-KEY CORPORATION;311-0.0JRDKR-ND;
24;1085;;6,00;R8 R10 R18 R20 R28 R30;0402;R;100R;0.063W;1%;100ppm;;;;Resistor Thick film, 100R, 0.063W, 1%, SMD, 0402;Vishay;CRCW0402100RFKED;FARNELL ITALIA S.R.L.;1469672RL;
25;1107;;2,00;R72 R74;0402;R;4K7;0.063W;1%;100ppm;;;;Resistor Thick film, 4K7, 0.063W, 1%, SMD, 0402;Vishay;CRCW04024K70FKED;FARNELL ITALIA S.R.L.;1469712RL;
26;1109;;16,00;R1 R2 R4 R5 R14 R16 R23 R26 R75 R77 R78 R79 R80 R81 R82 R86;0402;R;10K;0.063W;1%;250ppm;;;;Resistor Thick film, 10K, 0.063W, 1%, SMD, 0402;Yageo;RC0402FR-0710KL;FARNELL ITALIA S.R.L.;9239359RL;
27;1274;;1,00;R87;0402;R;47K;0.063W;1%;100ppm;;;;Resistor Thick film, 47K, 0.063W, 1%, SMD, 0402;Yageo;RC0402FR-0747KL;FARNELL ITALIA S.R.L.;9239430;Yageo;RC0402FR-0747KL;FARNELL ITALIA S.R.L.;9239430RL;
28;6663;;2,00;R83 R85;0402;R;62K;0.063W;1%;100ppm;;;;Resistor Thick film, 62K, 0.063W, 1%, SMD, 0402;Vishay;CRCW040262K0FKED;FARNELL ITALIA S.R.L.;2140916RL;
29;7229;;1,00;R84;0402;R;14K;0.063W;1%;100ppm;AM;;;Resistor Thick film, 14K, 0.063W, 1%, SMD, 0402;Vishay;CRCW040214K0FKED;FARNELL ITALIA S.R.L.;1469682;
30;11990;;12,00;R45 R46 R47 R48 R49 R50 R51 R52 R53 R54 R55 R56;0402;R;10K;0.063W;0.1%;25ppm;;;;Resistor Thick film, 10K, 0.063W, 0.1%, SMD, 0402;Tyco;CPF0402B10KE1;FARNELL ITALIA S.R.L.;1697334;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Supply_voltage;Pieces_quoted;Prepared;;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
31;12001;;1,00;U14;SON8;RG;TPS73501DRBT;-0.3/7V;;;;;;Voltage regulator, linear, Vin -0.3/7V, Vout adj, 500mA, SMD, SON8;Texas Instruments;TPS73501DRBT;FARNELL ITALIA S.R.L.;2075423;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Supply_voltage;Ranges;Pieces_quoted;Prepared;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
32;10624;;1,00;U10;LGA5X4-28;SE;BNO055;2.4/3.6V;;;;;;Nine axis IMU (accelerometer, gyroscope, compass), integrated cortex M0, 13.7mA, 2.4/3.6V, SMD, LGA5X4-28;Bosch;BNO055;MOUSER ELECTRONICS;262-BNO055;
33;11988;;2,00;U11 U12;6-WDFN;SE;SI7051-A20-IM;1.9/3.6V;-40/+125C°;;;;;Temperature sensor, local, low voltage, digital, I2C, 14 bits, -40/+125C°, 1.9/3.6V, SMD, 6-WDFN I2C addresses 0x40;Silicon Labs;SI7051-A20-IM;DIGI-KEY Germany;336-3609-ND;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Value;Current;Impedence;Pieces_quoted;Prepared;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
34;3583;X;11,00;TP1 TP2 TP3 TP4 TP5 TP6 TP7 TP8 TP27 TP28 TP29;TP-SMOXML;CO;SMOX/060/B1/LP GOLD;3A;;;;;;Test point SMOX, male, SMD, 2x2x1.4mm, H=1.4mm;Oxley;SMOX/060/B1/LP GOLD;FARNELL ITALIA S.R.L.;1573279;
35;4870;X;1,00;JP1;JP0402, JP0603, JP0805, JP1210;CO;;;;;;;;Solderable PCB jumper, two pads, normally open;
P;IITCODE;N.M;QTY;REFDES;PACKAGE;CATEGORY;Resistance;Power;Tolerance;Stability;Prepared;;;Description;Manuf;Manuf Code;Supplier;Supplier Code
36;1080;X;14,00;R39 R40 R41 R42 R43 R44 R57 R58 R59 R60 R61 R62 R73 R76;0402;R;0R;0.063W;1%;200ppm;;;;Resistor Thick film, 0R, 0.063W, 1%, SMD, 0402;Yageo;RC0402JR-070RL;FARNELL ITALIA S.R.L.;9232516;Yageo;RC0402JR-070RL;DIGI-KEY CORPORATION;311-0.0JRDKR-ND;
37;1085;X;6,00;R7 R9 R17 R19 R27 R29;0402;R;100R;0.063W;1%;100ppm;;;;Resistor Thick film, 100R, 0.063W, 1%, SMD, 0402;Vishay;CRCW0402100RFKED;FARNELL ITALIA S.R.L.;1469672RL;
